,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
288,itoman,75,JP,1583667338,77,26.12,127.67,69.8,13.87
289,batken,96,KG,1583667325,63,39.83,71.0,36.41,2.21
290,villacarrillo,0,ES,1583667338,35,38.12,-3.08,66.99,5.39
291,vostok,100,RU,1583667338,94,46.49,135.88,20.75,4.5
292,voh,26,NC,1583667338,80,-20.97,164.7,80.69,7.58
293,oliveira dos brejinhos,100,BR,1583667338,95,-12.32,-42.9,70.61,1.68
294,liusha,51,CN,1583667338,97,27.21,108.59,58.37,5.21
295,calvia,20,ES,1583667339,45,39.57,2.51,66.2,11.41
296,lavrentiya,1,RU,1583667339,92,65.58,-171.0,-12.37,1.72
297,whitehorse,75,CA,1583667106,78,60.72,-135.05,12.2,16.11
298,svetlyy,40,RU,1583667339,70,54.67,20.13,44.6,8.95
299,laguna,90,US,1583667063,87,38.42,-121.42,48.99,2.39
300,merauke,100,ID,1583667339,92,-8.47,140.33,78.35,6.73
301,broome,90,US,1583667339,63,42.25,-75.83,27.0,8.05
302,prabumulih,95,ID,1583667339,88,-3.45,104.25,79.07,1.86
303,makakilo city,75,US,1583667142,64,21.35,-158.09,73.4,16.11
304,havre-saint-pierre,75,CA,1583667339,65,50.23,-63.6,3.2,3.36
305,nybro,20,SE,1583667339,87,56.74,15.91,45.0,18.34
306,shenkursk,100,RU,1583667339,97,62.11,42.9,32.63,7.96
307,qinzhou,0,CN,1583667339,81,21.95,108.62,74.57,10.74
308,hobyo,1,SO,1583667339,54,5.35,48.53,85.37,16.02
309,rawson,0,AR,1583667339,57,-43.3,-65.1,61.97,27.45
310,villa guerrero,40,MX,1583667340,75,18.87,-99.65,41.0,2.55
311,san patricio,80,MX,1583667340,76,19.22,-104.7,73.49,2.57
312,spearfish,1,US,1583667340,40,44.49,-103.86,57.0,10.29
313,trincomalee,0,LK,1583667340,63,8.57,81.23,81.59,6.08
314,minas,10,UY,1583667340,83,-34.38,-55.24,73.99,9.17
315,daru,100,PG,1583667340,91,-9.08,143.21,78.89,3.51
316,kommunisticheskiy,100,RU,1583667340,93,61.68,64.48,33.17,8.93
317,bangassou,47,CF,1583667340,25,4.74,22.82,99.41,2.35
318,strunino,100,RU,1583667340,75,56.38,38.57,45.59,7.09
319,chokurdakh,100,RU,1583667340,88,70.63,147.92,-5.53,4.5
320,flin flon,90,CA,1583667043,70,54.77,-101.86,-5.8,10.29
321,hohhot,40,CN,1583667340,70,40.81,111.65,35.6,4.47
322,camana,99,PE,1583667340,87,-16.62,-72.71,65.93,2.55
323,carbondale,1,US,1583667340,59,37.73,-89.22,41.0,6.93
324,northam,40,GB,1583667341,76,51.03,-4.22,51.01,11.41
325,ichinohe,40,JP,1583667341,92,40.21,141.3,39.2,3.36
326,platonovka,78,RU,1583667341,59,52.71,41.95,56.39,15.1
327,suntar,63,RU,1583667341,92,62.14,117.63,-17.23,3.02
328,grand forks,1,US,1583667341,92,47.93,-97.03,30.2,4.7
329,dicabisagan,6,PH,1583667341,88,17.08,122.42,78.17,4.88
330,beisfjord,88,NO,1583667341,55,68.38,17.6,33.8,14.99
331,ranong,20,TH,1583667341,62,9.97,98.63,86.0,9.17
332,tommot,97,RU,1583667341,96,58.96,126.29,-5.89,1.99
333,palmer,75,US,1583667341,62,42.16,-72.33,32.0,3.6
334,vardo,40,NO,1583667341,80,70.37,31.11,30.2,17.22
335,taksimo,99,RU,1583667341,85,56.34,114.88,-2.47,3.85
336,sandnessjoen,75,NO,1583667341,86,66.02,12.63,41.0,9.17
337,el alto,40,PE,1583667342,100,-4.27,-81.21,62.6,9.17
338,nicoya,0,CR,1583667342,91,10.15,-85.45,68.0,28.01
339,sorland,75,NO,1583667342,55,67.67,12.69,37.4,12.75
340,kenai,90,US,1583667342,85,60.55,-151.26,21.99,11.41
341,altay,50,CN,1583667342,86,47.87,88.12,-4.45,2.08
342,vuktyl,100,RU,1583667342,91,63.86,57.31,29.39,4.81
343,okhotsk,94,RU,1583667342,95,59.38,143.3,0.59,3.13
344,nadvoitsy,26,RU,1583667342,91,63.87,34.32,31.91,3.76
345,lekoni,0,GA,1583667342,44,-1.58,14.26,90.23,5.1
346,awjilah,79,LY,1583667342,10,29.11,21.29,87.17,5.53
347,slave lake,90,CA,1583667077,77,55.28,-114.77,6.8,2.24
348,bucerias,90,MX,1583667342,94,20.75,-105.33,70.0,4.7
349,salisbury,40,GB,1583667342,87,51.07,-1.8,54.0,25.28
350,yumen,100,CN,1583667342,42,40.28,97.2,26.87,8.41
351,zhigansk,99,RU,1583667342,96,66.77,123.37,-19.57,5.75
352,cockburn town,100,TC,1583667174,79,21.46,-71.14,70.79,30.47
353,lubango,75,AO,1583667343,49,-14.92,13.49,78.8,6.93
354,qujing,0,CN,1583667044,49,25.48,103.78,55.31,17.47
355,pringsewu,90,ID,1583667343,90,-5.36,104.97,74.93,4.63
356,kristiansund,95,NO,1583667343,75,63.11,7.73,53.6,16.11
357,palmerston,98,AU,1583667285,94,-12.49,130.98,77.0,3.36
358,chiang khong,3,TH,1583667343,27,20.26,100.4,91.4,3.36
359,almeirim,100,BR,1583667343,87,-1.52,-52.58,78.71,4.56
360,bonavista,100,CA,1583667343,95,48.65,-53.11,30.11,32.32
361,wenling,99,CN,1583667343,91,28.37,121.36,57.99,6.82
362,coihaique,20,CL,1583667343,62,-45.58,-72.07,53.6,6.93
363,inta,100,RU,1583667343,89,66.03,60.17,27.95,12.75
364,marsa matruh,46,EG,1583667343,49,31.35,27.25,69.8,9.17
365,iskateley,96,RU,1583667343,91,67.68,53.15,26.51,10.27
366,wum,82,CM,1583667343,27,6.38,10.07,91.85,6.85
367,neryungri,100,RU,1583667344,90,56.67,124.65,-7.69,5.73
368,mexico,75,PH,1583667344,62,15.06,120.72,87.8,13.87
369,usolye,100,RU,1583667344,74,59.43,56.68,27.0,4.0
370,oranjemund,10,NA,1583667344,49,-28.55,16.43,77.45,17.63
371,nabire,100,ID,1583667344,96,-3.37,135.48,71.69,3.31
372,iquira,97,CO,1583667344,78,2.65,-75.63,77.0,5.82
373,nelson bay,75,AU,1583667344,82,-32.72,152.15,64.0,3.36
374,tuatapere,67,NZ,1583667344,96,-46.13,167.68,54.0,1.99
375,siloam springs,1,US,1583667344,48,36.19,-94.54,46.99,8.05
376,macomb,1,US,1583667245,64,40.46,-90.67,43.0,8.05
377,loveland,1,US,1583667182,48,40.4,-105.08,45.0,9.17
378,berlevag,11,NO,1583667344,80,70.86,29.09,29.57,36.64
379,mount gambier,0,AU,1583667344,87,-37.83,140.77,55.4,12.75
380,matagami,90,CA,1583667150,84,49.75,-77.63,3.2,10.29
381,pandamatenga,4,BW,1583667345,46,-18.53,25.63,82.31,5.1
382,sovetskaya,0,RU,1583667345,3,44.78,41.17,64.0,5.99
383,mao,20,ES,1583667345,62,39.89,4.27,59.0,6.93
384,tahoua,0,NE,1583667345,6,14.89,5.27,96.8,4.7
385,boffa,41,GN,1583667345,47,10.17,-14.03,91.85,6.69
386,fairbanks,90,US,1583667345,91,64.84,-147.72,14.0,1.32
387,longyearbyen,75,SJ,1583667246,85,78.22,15.64,10.4,21.92
388,goure,0,NE,1583667345,4,13.98,10.27,97.0,10.0
389,panama city,20,PA,1583667345,83,8.99,-79.52,79.0,4.7
390,matay,0,EG,1583667345,9,28.42,30.78,83.57,6.22
391,belaya gora,100,RU,1583667345,89,68.53,146.42,-7.87,2.75
392,beinamar,51,TD,1583667346,7,8.67,15.38,104.45,11.05
393,svetlogorsk,73,BY,1583667346,61,52.63,29.73,52.43,6.08
394,alice springs,0,AU,1583667242,31,-23.7,133.88,78.8,5.82
395,baghmara,0,IN,1583667346,25,23.8,86.21,79.97,10.13
396,nouadhibou,67,MR,1583667346,68,20.93,-17.03,71.6,21.92
397,rocha,10,UY,1583667206,67,-34.48,-54.33,72.41,11.45
398,lagoa,12,PT,1583667346,90,39.05,-27.98,62.33,9.75
399,zhangye,100,CN,1583667346,27,38.93,100.45,33.89,7.99
400,sola,72,VU,1583667346,76,-13.88,167.55,84.47,9.48
401,benidorm,1,ES,1583667346,28,38.54,-0.13,69.8,11.41
402,san borja,31,BO,1583667346,85,-14.82,-66.85,75.65,1.72
403,flinders,90,AU,1583667346,88,-34.58,150.86,64.99,6.93
404,adre,52,TD,1583667346,8,13.47,22.2,98.87,5.1
405,abengourou,97,CI,1583667346,66,6.73,-3.5,86.09,2.57
406,kurilsk,93,RU,1583667346,94,45.23,147.88,31.37,13.91
407,paciran,88,ID,1583667347,88,-6.88,112.38,78.35,6.58
408,bayburt,0,TR,1583667347,97,40.26,40.23,36.95,0.56
409,ostrovnoy,68,RU,1583667347,80,68.05,39.51,24.71,21.77
410,cedar city,75,US,1583667292,65,37.68,-113.06,44.6,19.46
411,namatanai,100,PG,1583667347,78,-3.67,152.43,83.03,9.06
412,swindon,40,GB,1583667239,66,51.56,-1.78,54.0,10.29
413,katsuura,75,JP,1583667347,87,35.13,140.3,50.0,19.46
414,fonte boa,84,BR,1583667347,95,-2.5,-66.27,73.31,1.23
415,banda aceh,68,ID,1583667347,79,5.56,95.32,78.71,5.23
416,tuy hoa,15,VN,1583667347,86,13.08,109.3,77.63,18.34
417,jasper,1,US,1583667347,56,37.2,-94.35,48.0,8.05
418,san-pedro,62,CI,1583667347,75,4.75,-6.64,84.11,8.59
419,tutoia,100,BR,1583667347,78,-2.76,-42.27,83.93,1.7
420,egvekinot,0,RU,1583667348,93,66.32,-179.17,-14.35,4.45
421,cidreira,6,BR,1583667216,82,-30.18,-50.21,72.59,13.67
422,odweyne,5,SO,1583667348,23,9.41,45.06,90.23,13.38
423,kruisfontein,50,ZA,1583667348,61,-34.0,24.73,74.57,14.47
424,kalmunai,2,LK,1583667061,69,7.42,81.82,82.49,9.57
425,kalanguy,64,RU,1583667348,89,51.02,116.52,-1.93,1.32
426,te anau,83,NZ,1583667348,93,-45.42,167.72,55.49,0.49
427,sao miguel do araguaia,18,BR,1583667348,82,-13.28,-50.16,78.71,2.66
428,rognan,75,NO,1583667348,69,67.1,15.39,35.6,23.04
429,nadym,98,RU,1583667348,80,65.53,72.52,25.97,19.53
430,bratsk,75,RU,1583667348,85,56.13,101.61,12.2,8.95
431,araouane,2,ML,1583667348,4,18.9,-3.53,95.45,13.78
432,naze,45,JP,1583667348,72,28.37,129.48,64.4,11.41
433,leningradskiy,0,RU,1583667348,80,69.38,178.42,-15.79,1.01
434,podlesnoye,25,RU,1583667349,58,51.82,47.01,46.31,15.26
435,sipe sipe,20,BO,1583667349,87,-17.45,-66.38,53.6,1.41
436,hovd,47,MN,1583667349,67,48.01,91.64,10.13,2.1
437,norrtalje,75,SE,1583667146,70,59.76,18.7,46.0,20.8
438,bekhteyevka,91,RU,1583667349,55,50.81,37.21,60.8,8.95
439,khatanga,93,RU,1583667349,87,71.97,102.5,-24.97,3.67
440,cap malheureux,75,MU,1583667349,88,-19.98,57.61,81.0,5.82
441,sal rei,75,CV,1583667349,73,16.18,-22.92,77.0,12.75
442,comodoro rivadavia,0,AR,1583667092,48,-45.87,-67.5,60.8,11.41
443,mukhen,100,RU,1583667349,88,48.1,136.1,28.13,6.33
444,shihezi,0,CN,1583667349,39,44.3,86.03,28.67,4.97
445,narsaq,64,GL,1583667349,85,60.92,-46.05,23.0,0.51
446,yekimovichi,81,RU,1583667349,64,54.11,33.3,48.83,8.84
447,ruidoso,90,US,1583667243,70,33.33,-105.67,57.2,20.8
448,ngaoundere,100,CM,1583667350,11,7.32,13.58,86.0,9.17
449,grand-santi,99,GF,1583667350,67,4.25,-54.38,78.53,4.88
450,lasa,2,IT,1583667350,36,46.62,10.7,52.0,3.36
451,vestmannaeyjar,20,IS,1583667350,59,63.44,-20.27,37.4,8.05
452,port blair,0,IN,1583667350,70,11.67,92.75,81.59,11.99
453,severodvinsk,84,RU,1583667350,74,64.56,39.83,33.8,2.24
454,tocopilla,47,CL,1583667350,39,-22.09,-70.2,65.21,5.3
455,tias,22,ES,1583667350,60,28.96,-13.64,75.2,18.34
456,thompson,90,CA,1583667350,56,55.74,-97.86,-14.8,12.75
457,baykit,100,RU,1583667350,96,61.67,96.37,7.97,3.58
458,san carlos,34,VE,1583667350,58,9.66,-68.58,78.53,3.0
459,manokwari,100,ID,1583667350,87,-0.87,134.08,72.77,1.63
460,catuday,0,PH,1583667350,77,16.29,119.81,81.05,10.76
461,hay river,20,CA,1583667350,70,60.82,-115.8,-2.2,9.17
462,hanmer springs,90,NZ,1583667350,79,-42.52,172.82,58.19,5.37
463,hofn,100,IS,1583667351,64,64.25,-15.21,35.69,29.89
464,mbuji-mayi,75,CD,1583667351,58,-6.15,23.6,86.0,6.93
465,sirari,68,TZ,1583667351,49,-1.23,34.43,84.65,5.28
466,buchanan,70,LR,1583667351,57,5.88,-10.05,89.69,6.69
467,husavik,75,IS,1583667351,79,66.04,-17.34,26.6,23.04
468,yar-sale,100,RU,1583667351,87,66.83,70.83,23.09,10.36
469,mbaiki,67,CF,1583667351,31,3.87,17.99,99.05,4.61
470,viransehir,0,TR,1583667351,39,37.24,39.76,69.89,8.72
471,sitka,75,US,1583667351,86,57.05,-135.33,33.8,6.93
472,sao joao da barra,20,BR,1583667351,83,-21.64,-41.05,75.2,4.7
473,moletai,90,LT,1583667351,100,55.23,25.42,43.0,4.7
474,belle fourche,1,US,1583667351,40,44.67,-103.85,57.0,10.29
475,kabare,89,CD,1583667351,70,-2.47,28.82,76.37,0.87
476,dalbandin,0,PK,1583667351,10,28.89,64.41,67.73,4.29
477,severo-kurilsk,87,RU,1583667351,90,50.68,156.12,19.31,7.02
478,bilma,0,NE,1583667351,3,18.69,12.92,94.01,10.38
479,port hardy,75,CA,1583667139,95,50.7,-127.42,32.0,3.36
480,talcahuano,8,CL,1583667352,87,-36.72,-73.12,51.8,4.7
481,kautokeino,100,NO,1583667352,90,69.01,23.04,24.71,17.9
482,maniitsoq,2,GL,1583667352,58,65.42,-52.9,8.87,5.59
483,wanning,0,CN,1583667352,90,18.8,110.4,74.75,14.34
484,karatau,0,KZ,1583667352,40,43.17,70.47,29.03,11.07
485,juruti,100,BR,1583667352,80,-2.15,-56.09,79.97,5.46
486,los llanos de aridane,20,ES,1583667352,60,28.66,-17.92,69.8,13.87
487,yazykovo,100,RU,1583667352,94,55.22,56.14,26.51,17.67
488,christchurch,96,NZ,1583667147,93,-43.53,172.63,62.01,10.29
489,igarka,93,RU,1583667352,89,67.47,86.58,-6.25,8.75
490,surskoye,68,RU,1583667352,91,54.48,46.72,40.91,12.48
491,richards bay,0,ZA,1583667353,73,-28.78,32.04,79.43,29.75
492,finschhafen,100,PG,1583667353,77,-6.6,147.87,85.37,21.47
493,pokosnoye,100,RU,1583667353,90,55.53,101.05,14.45,10.96
494,knysna,75,ZA,1583667353,73,-34.04,23.05,73.4,5.82
495,kolaras,0,IN,1583667353,16,25.23,77.6,82.13,7.25
496,babu,41,CN,1583667353,88,24.42,111.52,70.25,6.08
497,najran,100,SA,1583667353,14,17.49,44.13,89.6,6.93
498,tuban,100,ID,1583667353,91,-6.9,112.06,77.45,4.54
499,kapoeta,46,SS,1583667353,24,4.77,33.59,101.39,15.03
500,anadyr,20,RU,1583667353,74,64.75,177.48,-23.01,6.71
501,senekal,92,ZA,1583667353,18,-28.32,27.62,84.11,4.25
502,guatire,88,VE,1583667353,91,10.48,-66.54,66.99,2.24
503,yuci,99,CN,1583667353,49,37.68,112.73,46.4,6.71
504,leon valley,90,US,1583667232,100,29.5,-98.62,55.0,8.05
505,miraflores,75,MX,1583667353,75,19.22,-98.81,46.4,5.82
506,chapais,75,CA,1583667161,67,49.78,-74.85,19.4,14.99
507,zyryanka,100,RU,1583667354,82,65.75,150.85,-4.63,3.98
508,solana beach,90,US,1583667354,87,32.99,-117.27,59.0,5.01
509,guane,100,CU,1583667354,76,22.2,-84.09,69.53,24.09
510,nyurba,98,RU,1583667354,96,63.28,118.33,-20.65,4.56
511,bonthe,46,SL,1583667354,65,7.53,-12.51,86.99,9.15
512,avanigadda,40,IN,1583667354,52,16.02,80.92,89.6,4.7
513,nisia floresta,40,BR,1583667354,83,-6.09,-35.21,82.4,6.93
514,seoul,1,KR,1583667155,65,37.57,126.98,51.8,1.12
515,kitgum,88,UG,1583667354,28,3.28,32.89,94.37,8.75
516,limon,19,CR,1583667354,86,10.0,-83.03,73.0,4.16
517,riyadh,0,SA,1583667233,19,24.69,46.72,78.8,13.87
518,bria,1,CF,1583667354,15,6.54,21.99,107.51,4.76
519,soeng sang,20,TH,1583667354,30,14.43,102.46,96.8,4.7
520,grand island,1,US,1583667147,67,40.92,-98.34,48.2,17.22
521,vernashen,20,AM,1583667354,38,39.79,45.36,60.8,4.7
522,panalingaan,58,PH,1583667355,80,8.78,117.42,81.05,6.11
523,shieli,0,KZ,1583667355,17,44.17,66.75,41.45,22.12
524,yacuiba,0,BO,1583667355,88,-22.04,-63.68,71.6,1.16
525,naryan-mar,96,RU,1583667355,91,67.67,53.09,26.51,10.27
526,puerto del rosario,40,ES,1583667355,60,28.5,-13.86,75.2,12.75
527,vysokogornyy,100,RU,1583667355,95,50.12,139.15,17.87,3.42
528,basco,0,PH,1583667355,87,20.45,121.97,77.81,11.5
529,navahrudak,88,BY,1583667355,70,53.6,25.83,45.77,6.91
530,fort nelson,75,CA,1583667355,76,58.81,-122.7,-4.0,2.24
531,sortland,100,NO,1583667355,64,68.69,15.42,37.4,12.75
532,great bend,1,US,1583667120,70,38.36,-98.76,48.2,23.04
533,dodoma,40,TZ,1583667355,54,-6.17,35.74,84.2,11.41
534,bloomfield,1,US,1583667195,40,40.81,-74.19,37.99,3.36
535,meulaboh,70,ID,1583667355,69,4.14,96.13,85.73,3.49
536,psedakh,75,RU,1583667355,26,43.47,44.57,69.8,8.95
537,kabo,63,CF,1583667355,16,7.7,18.63,113.45,2.66
538,payo,99,ID,1583667356,95,-3.75,103.64,71.15,3.11
539,labuhan,100,ID,1583667356,91,-6.88,112.21,77.45,4.54
540,bubaque,24,GW,1583667356,62,11.28,-15.83,79.43,4.36
541,anuradhapura,56,LK,1583667356,49,8.36,80.42,87.89,7.4
542,turulung,40,RO,1583667356,76,47.93,23.08,52.0,1.12
543,channel-port aux basques,50,CA,1583667356,73,47.57,-59.14,23.09,22.03
544,waddan,20,LY,1583667357,33,29.16,16.14,65.03,18.14
545,maceio,40,BR,1583667322,70,-9.67,-35.74,84.2,4.7
546,nijar,3,ES,1583667169,72,36.97,-2.21,61.0,6.93
547,tsumeb,18,NA,1583667357,44,-19.23,17.72,78.8,4.7
548,okakarara,0,NA,1583667357,27,-20.58,17.43,82.85,8.21
549,yatou,87,CN,1583667357,87,37.15,122.38,43.97,8.05
550,tadine,31,NC,1583667357,87,-21.55,167.88,77.81,11.25
551,southbridge,1,US,1583667357,39,42.08,-72.03,33.01,18.34
552,rafai,67,CF,1583667357,16,4.95,23.92,106.07,5.86
553,taltal,7,CL,1583667357,74,-25.4,-70.48,64.85,4.47
554,ribas do rio pardo,0,BR,1583667357,74,-20.44,-53.76,73.31,5.26
555,trairi,66,BR,1583667357,75,-3.28,-39.27,83.21,2.3
556,peterhead,20,GB,1583667125,66,57.51,-1.8,50.0,13.87
557,ancud,2,CL,1583667358,82,-41.87,-73.82,51.35,3.49
558,juegang,82,CN,1583667358,76,32.32,121.19,55.0,1.01
559,kieta,100,PG,1583667358,88,-6.22,155.63,81.41,17.98
560,faanui,70,PF,1583667358,74,-16.48,-151.75,83.03,7.85
561,kuusamo,100,FI,1583667347,80,65.97,29.18,30.2,14.99
562,tukrah,22,LY,1583667358,75,32.53,20.58,61.43,16.82
563,presidencia roque saenz pena,0,AR,1583667358,37,-26.79,-60.44,78.35,5.93
564,chicama,40,PE,1583667358,88,-7.84,-79.15,71.6,2.24
565,kyshtovka,98,RU,1583667358,90,56.55,76.63,31.01,12.15
566,quatre cocos,75,MU,1583667358,88,-20.21,57.76,81.0,5.82
567,derzhavinsk,100,KZ,1583667358,73,51.1,66.32,14.99,12.57
568,cortes,27,ES,1583667358,50,41.94,-1.44,57.2,5.82
569,bombay,0,IN,1583667358,54,19.01,72.85,82.4,11.41
570,port-gentil,20,GA,1583667359,70,-0.72,8.78,87.8,9.17
571,saint-denis,90,FR,1583667359,76,48.92,2.33,52.0,16.11
572,menongue,26,AO,1583667359,50,-14.66,17.69,79.79,5.12
573,payao,79,PH,1583667359,91,10.18,122.95,73.67,3.96
574,eyl,1,SO,1583667359,75,7.98,49.82,78.53,15.39
575,avera,1,US,1583667359,65,33.19,-82.53,35.6,4.34
